가맹점명,가맹점유형,업종명,시도명,시군구명,시군구코드,소재지도로명주소,전화번호,관리기관명,관리기관전화번호,데이터기준일자
낙원잔치국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 낙원길 46 (중앙로2가),033-256-1192,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낙지,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로 427-4 (후평동),033-251-3360,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낙지의 전설,일반가맹점,일식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 솟발1길 4-7, 1층 (퇴계동)",033-264-8673,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낙지집삼천동점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 옛경춘로 828 1층(삼천동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낙지집우두점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 우두1길 63 ,1층(우두동)",070-8962-8258,강원특별자치도 춘천시청,033-250-4043,2025-07-14
날으는ABC토스트,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로 111 상가1층 110호,033-241-5322,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남도영양탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자로 93 (효자동),033-252-6398,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 공지로 357 (효자동),033-243-9996,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자1동 554,033-254-7859,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부순대국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효명길 7-66 1층,033-255-3372,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부옛날통닭,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효명길 7-24 1층,033-253-9922,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부전집,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 공지로 367, 지하 35호 36호 39호 (효자동)",033-257-5705,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부푸드,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 효자1동 550번지 5호,033-257-1797,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남부해장국,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로 12, 1층 (퇴계동)",033-257-7785,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남산농협광판지점,주부식가맹점,농협(마트),강원특별자치도,춘천시,4181000,강원특별자치도춘천시 남산면 광판리 461-2,033-263-2521,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남양동산,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 산천리 345-3번지,033-243-1602,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남원본가추어탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 영서로 2875 (사농동),033-252-4116,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남일닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 강촌구곡길 50-9 .,033-261-0160,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남촌가든,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남면 충효로 799-34 .,033-263-9003,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남촌닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 금강로62번길 13 (조양동),033-254-6187,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남촌막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 당간지주길 71-15 1층,033-253-6003,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남촌막국수분점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 신북로 187 1층,033-241-6603,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘역영양탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로201번길 16 1층,033-252-0795,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천꼬마김밥,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로 90 1층 온의동,033-257-3777,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길5번길 4-3 (퇴계동),033-242-4947,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천맛집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길8번길 7 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천면옥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 김유정로 427-36 .,033-263-8119,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천명가,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길 4 1층,033-256-6222,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천명물닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길5번길 3 (퇴계동),033-254-9922,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천분식,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우묵길 26 1층(퇴계동),033-251-7705,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천아이씨명품한우,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 종자리로 293 1층,033-263-7997,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천자매닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 퇴계로93번길 10-4 (퇴계동),033-263-9958,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천중국집,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 74 1층,033-255-5312,강원특별자치도 춘천시청,033-250-4043,2025-07-14
남춘천호반닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길5번길 5 (퇴계동),033-255-9245,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낭만국수집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서부대성로57번길 2 (옥천동),033-251-5688,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낭만국시,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 명동길29번길 3 1층,033-252-6255,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낭만닭강정,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충혼길24번길 11-3 1층,033-251-4000,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낭만의거리,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 벌말길 52, 1층 (석사동)",033-261-9307,강원특별자치도 춘천시청,033-250-4043,2025-07-14
낭만춘천숯불닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 낙원길 50 (중앙로2가),033-251-0906,강원특별자치도 춘천시청,033-250-4043,2025-07-14
내가 바로 김밥이다,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 춘주로 174, 106호 (퇴계동, 그린타운아파트)",033-255-7890,강원특별자치도 춘천시청,033-250-4043,2025-07-14
내가만든케익&쿠키이야기,일반가맹점,제과점,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서부대성로 187, 1층 3 (효자동)",033-255-1224,강원특별자치도 춘천시청,033-250-4043,2025-07-14
내고향풍천장어,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남면 소주고개로 19 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
내린천,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 벌말길 70 (석사동),033-263-2345,강원특별자치도 춘천시청,033-250-4043,2025-07-14
내촌청국장,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 충혼길34번길 14 (온의동),033-241-2577,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냅다 청양집 우두점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로 10-10 계단 옆 우측호,033-818-3700,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냉돈,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 행촌로 58 1층,033-263-6814,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냉삼국민학교,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 승지골길13번길 3-4 1층(퇴계동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냠냠,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 춘주로 162 106호(퇴계동, 퇴계현대1차아파트)",033-244-7188,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냠냠냠,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서부대성로239번길 69-4 (후평동),033-241-6699,강원특별자치도 춘천시청,033-250-4043,2025-07-14
냠냠도시락,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로310번길 31 1층(후평동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
너와집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 187-2 1층,033-243-2332,강원특별자치도 춘천시청,033-250-4043,2025-07-14
네네치킨 강북점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 충열로 78-3 .,033-252-0086,강원특별자치도 춘천시청,033-250-4043,2025-07-14
네네치킨(교동후평점),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 성심로 23-1, 1층 (교동)",033-244-8892,강원특별자치도 춘천시청,033-250-4043,2025-07-14
네네치킨(퇴계점),일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 춘주로 174, 상가 102 (퇴계동, 그린타운아파트)",033-242-8119,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노다지분식,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 후석로45번길 28-1 (석사동),033-261-9905,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노다지함바,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 영서로 1828-3 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노란,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서부대성로 228, 3동 2층 (효자동)",033-241-5580,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑강정후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 보안길 41 1층,033-255-7659,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑노랑,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 보안길 36 상가1동 106호,033-256-9996,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑통닭,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 14 101호,033-262-5100,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑통닭 엘리시안강촌점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 북한강변길 688 1층(엘리시안 강촌),033-260-2656,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑통닭남춘천점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로 5 .,033-242-5006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑통닭우두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로2756번길 11 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노랑통닭후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 후석로326번길 13 101호(후평동, 현대2차아파트)",033-252-1700,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노모어피자춘천점,일반가맹점,패스트푸드,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 백령로 137 ,1층 102호(효자동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
노부링,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 퇴계로93번길 10-8 1층 103호(퇴계동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
녹각중앙삼계탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 낙원길 11-1, 1층 (낙원동)",033-254-0359,강원특별자치도 춘천시청,033-250-4043,2025-07-14
녹색시간,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 낙원길33번길 4-3 ..,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
놀부뚝배기,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 율문3길 12,033-244-1686,강원특별자치도 춘천시청,033-250-4043,2025-07-14
농가,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 신샘밭로 622-5,033-242-4859,강원특별자치도 춘천시청,033-250-4043,2025-07-14
농장의집영양탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동면 만천로 134 동면,033-255-5429,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭 춘천거두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길 28-1 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭 춘천온의점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스포츠타운길 523 1층,033-242-7179,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭 춘천우두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두6길 21 B동 1층(우두동),033-252-7770,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭 춘천한숲시티점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 111 1층,033-243-9234,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭석사점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 퇴계농공로 19 106호,107호",033-261-9959,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누구나홀딱반한닭춘천후평점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로326번길 9 1층(후평동),033-244-9282,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누나네식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 강촌로 335-2 1층,033-261-6722,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누룽지 삼계탕 춘천점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 춘천로 401 (후평동),033-252-9939,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누보,일반가맹점,일식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 퇴계로 13, 3층 (퇴계동)",033-261-7570,강원특별자치도 춘천시청,033-250-4043,2025-07-14
누이네,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로2279번길 25 1층(온의동),033-251-2261,강원특별자치도 춘천시청,033-250-4043,2025-07-14
눈내린빙수,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 공지로 111, 101호 (석사동, 석사신우아파트)",033-262-3846,강원특별자치도 춘천시청,033-250-4043,2025-07-14
뉴욕쟁이디저트 강원대점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 백령로147번길 1 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
느랏재막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 동면 가락재로 191,033-242-6553,강원특별자치도 춘천시청,033-250-4043,2025-07-14
느린거북이,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로239번길 19 1층(효자동),033-256-5946,강원특별자치도 춘천시청,033-250-4043,2025-07-14
느린밀,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동내면 춘천순환로94번길 52, 1층 2층",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
느티나무집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 대룡산길 44 1층,033-263-8023,강원특별자치도 춘천시청,033-250-4043,2025-07-14
느티테라스,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 남산면 송곡대학길 34 1층(송곡대학교),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
능골엄나무토종닭,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 경춘로 657-18,033-263-1751,강원특별자치도 춘천시청,033-250-4043,2025-07-14
능이고을,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 서면 삿갓봉길 30,033-251-3614,강원특별자치도 춘천시청,033-250-4043,2025-07-14
니뽕내뽕 춘천명동점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 중앙로67번길 18, 2-2214 (죽림동)",033-252-2848,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닝교초식당,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 중앙로67번길 15 지하1층 (조양동),033-256-1006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닝교초식당 후평점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 326 206호,033-253-4630,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다도해횟집,일반가맹점,일식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 충혼길5번길 14 , 1층(퇴계동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다락,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 소양로 126, 1층 (소양로2가)",033-254-1251,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다리골추어탕,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 신북읍 신샘밭로 580-8,033-241-9333,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다릿골소나무,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 우석로79번길 4-1 다릿골소나무 (석사동),033-264-5428,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다릿목닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 영서로 2668-8, 1층 2층 (소양로1가)",033-255-8262,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다맛골,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 소양정길 23 2층(소양로1가),033-255-4648,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다목적소양,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 신북읍 신샘밭로 1128 지하1층(소양강 물문화관),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다미,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 향교옆길13번길 20 1층,033-251-8615,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다미김밥,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘주로 153 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다미철판,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 스포츠타운길 528-10 (온의동),033-257-9232,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다복향마라탕,일반가맹점,중식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 247 1층,070-8648-1978,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다알리아,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 효평길 110 1층-2층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다옴,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 공지로 111 상가동108호(석사동,석사우신아파트)",033-261-2006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다우등심,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 칠전동 460-3번지,033-262-7748,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다우리순대국,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도춘천시 보안길 78 (후평동),033-256-5988,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다울막국수,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동산면 영서로 905 1층,033-262-5004,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다윤네집,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 서면 경춘로 647-56, 1층 다윤네집",033-263-1888,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다이닝원 춘천점,일반가맹점,일식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 공지로 345 2층(효자동),033-244-3336,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다정다맛,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스포츠타운길 437 1층(삼천동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다정식품,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로193번길 8 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
다족,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 승지골길 3-4 1층(퇴계동),033-262-9789,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닥치고곱창 거두점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 동내면 거두택지길 7, 상가 가동 1층 102호 (초록지붕아파트)",033-241-6006,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닥터빈스,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서면 박사로 976 .,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
단판,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 백령로138번길 29 지하1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
단하비,일반가맹점,양식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 235 2층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달그락,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로393번길 30 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달달냠냠 베이킹클래스,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲2길 6 지하층 우측호(석사동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달떡볶이 퇴계점,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 국사봉길 12 ,1층 10호(퇴계동)",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달떡볶이후평점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 보안길 64-1 1층(후평동),033-818-4040,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달래해장 춘천애막골점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로67번길 15 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달려라맛집,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 서부대성로 140-1 1층(운교동),033-241-3316,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달맞이,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우석로67번길 13 1층(석사동),033-263-4280,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달밤,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 성심로 11-1 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달보드레,일반가맹점,제과점,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 영서로2141번길 33 103동309호,070-761-4005,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달인각,일반가맹점,중식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 백석골길 8-3, 1층 (퇴계동)",033-256-5665,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도춘천시 남춘로36번길 52-5, 1층 (퇴계동)",033-262-9961,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살 한숲점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 안마산로 169-3 1층,033-261-9962,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살 후평점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 후석로 284 1층(후평동),033-255-8703,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살거두점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 외솔길19번길 80-56 1층,033-262-1978,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살온의점,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 스포츠타운길 496 지하1층B101,102호",033-256-6988,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달콤한삼겹살우두점,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 우두6길 5 102호,033-253-0920,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달쿠,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 모수물길 60 1층 101호,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
달토끼의떡볶이흡입구역,일반가맹점,한식,강원특별자치도,춘천시,4181000,"강원특별자치도 춘천시 서부대성로 130-1 ,1층",,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닭갈비짱,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 스무숲1길 38-9 (석사동)1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닭담,일반가맹점,일반대중음식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 춘천로296번길 6 1층(후평동),,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닭바우닭갈비,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 동내면 거두택지길14번길 2 1층,,강원특별자치도 춘천시청,033-250-4043,2025-07-14
닭발귀신,일반가맹점,한식,강원특별자치도,춘천시,4181000,강원특별자치도 춘천시 삭주로 106 1층,033-254-9081,강원특별자치도 춘천시청,033-250-4043,2025-07-14
